Path,Name,N_Tracks
data/midi-classic-music/midiclassics/Moszkowski/Etude de virtuosite Op.72 No.13 in Ab minor.mid,Etude de virtuosite Op.72 No.13 in Ab minor.mid,1.0
data/midi-classic-music/midiclassics/Mozart/Fantasia in C K.475.mid,Fantasia in C K.475.mid,1.0
"data/midi-classic-music/midiclassics/Mozart/Fantasia in D, K397.mid","Fantasia in D, K397.mid",1.0
data/midi-classic-music/midiclassics/Mozart/K393 Solfeggi n4.mid,K393 Solfeggi n4.mid,1.0
data/midi-classic-music/midiclassics/Mozart/K618 Ave Verum Corpus.mid,K618 Ave Verum Corpus.mid,1.0
data/midi-classic-music/midiclassics/Mussorgski/The complete piano version of -Pictures at an exhibition-.mid,The complete piano version of -Pictures at an exhibition-.mid,1.0
data/midi-classic-music/midiclassics/Paganini/Capriccio n05.mid,Capriccio n05.mid,1.0
data/midi-classic-music/midiclassics/Paganini/Capriccio n07.mid,Capriccio n07.mid,1.0
data/midi-classic-music/midiclassics/Paganini/Capriccio n08.mid,Capriccio n08.mid,1.0
data/midi-classic-music/midiclassics/Paganini/Capriccio n09.mid,Capriccio n09.mid,1.0
data/midi-classic-music/midiclassics/Paganini/Capriccio n10.mid,Capriccio n10.mid,1.0
data/midi-classic-music/midiclassics/Paganini/Capriccio n12.mid,Capriccio n12.mid,1.0
data/midi-classic-music/midiclassics/Paganini/Capriccio n13.mid,Capriccio n13.mid,1.0
data/midi-classic-music/midiclassics/Paganini/Capriccio n16.mid,Capriccio n16.mid,1.0
data/midi-classic-music/midiclassics/Paganini/Capriccio n17.mid,Capriccio n17.mid,1.0
data/midi-classic-music/midiclassics/Paganini/Capriccio n19.mid,Capriccio n19.mid,1.0
data/midi-classic-music/midiclassics/Paganini/Capriccio n20.mid,Capriccio n20.mid,1.0
data/midi-classic-music/midiclassics/Paganini/Capriccio n23.mid,Capriccio n23.mid,1.0
data/midi-classic-music/midiclassics/Paganini/Capriccio n24.mid,Capriccio n24.mid,1.0
data/midi-classic-music/midiclassics/Poulenc/Alerte - Mouvments Perpe'tuels III.mid,Alerte - Mouvments Perpe'tuels III.mid,1.0
data/midi-classic-music/midiclassics/Poulenc/From -chansons villegeoiges- Le retour du sergeant.mid,From -chansons villegeoiges- Le retour du sergeant.mid,1.0
"data/midi-classic-music/midiclassics/Poulenc/Hymne, 2nd mvt of his Trois Pieces.mid","Hymne, 2nd mvt of his Trois Pieces.mid",1.0
data/midi-classic-music/midiclassics/Poulenc/Les Soire'es de Nazelles II.mid,Les Soire'es de Nazelles II.mid,1.0
data/midi-classic-music/midiclassics/Poulenc/Pastorale- Trois Pie`ces I.mid,Pastorale- Trois Pie`ces I.mid,1.0
data/midi-classic-music/midiclassics/Poulenc/Toccata.mid,Toccata.mid,1.0
data/midi-classic-music/midiclassics/Poulenc/Tre`s mode're' - Mouvments Perpe'tuels II.mid,Tre`s mode're' - Mouvments Perpe'tuels II.mid,1.0
data/midi-classic-music/midiclassics/Rachmaninov/polkadwr.mid,polkadwr.mid,1.0
data/midi-classic-music/midiclassics/Rachmaninov/Prelude in Eb minor Op23 No9.mid,Prelude in Eb minor Op23 No9.mid,1.0
data/midi-classic-music/midiclassics/Rachmaninov/Prelude op23 n4.mid,Prelude op23 n4.mid,1.0
data/midi-classic-music/midiclassics/Rachmaninov/Prelude op23 n5.mid,Prelude op23 n5.mid,1.0
data/midi-classic-music/midiclassics/Rachmaninov/racelegy.mid,racelegy.mid,1.0
data/midi-classic-music/midiclassics/Rachmaninov/rchmprld.mid,rchmprld.mid,1.0
data/midi-classic-music/midiclassics/Ravel/Alborada del Gracioso.mid,Alborada del Gracioso.mid,1.0
data/midi-classic-music/midiclassics/Ravel/Jeux d'Eau.mid,Jeux d'Eau.mid,1.0
data/midi-classic-music/midiclassics/Ravel/Jeuxdeau suite.mid,Jeuxdeau suite.mid,1.0
data/midi-classic-music/midiclassics/Ravel/Pavane Pour Une Infante De'funte.mid,Pavane Pour Une Infante De'funte.mid,1.0
data/midi-classic-music/midiclassics/Ravel/Toccato for piano.mid,Toccato for piano.mid,1.0
"data/midi-classic-music/midiclassics/Satie/Cinq grimaces pour le songe d'une D'e'te', No.2. Coquecigrue.mid","Cinq grimaces pour le songe d'une D'e'te', No.2. Coquecigrue.mid",1.0
"data/midi-classic-music/midiclassics/Satie/Cinq grimaces pour le songe d'une D'e'te', No.3. Chasse.mid","Cinq grimaces pour le songe d'une D'e'te', No.3. Chasse.mid",1.0
"data/midi-classic-music/midiclassics/Satie/Cinq grimaces pour le songe d'une D'e'te', No.4. Fanfaronnade.mid","Cinq grimaces pour le songe d'une D'e'te', No.4. Fanfaronnade.mid",1.0
data/midi-classic-music/midiclassics/Satie/Danse de travers No 1.mid,Danse de travers No 1.mid,1.0
data/midi-classic-music/midiclassics/Satie/Gnossie`nne No.4.mid,Gnossie`nne No.4.mid,1.0
data/midi-classic-music/midiclassics/Satie/Gnossie`nne No.6.mid,Gnossie`nne No.6.mid,1.0
data/midi-classic-music/midiclassics/Satie/Gymnopedie No.3.mid,Gymnopedie No.3.mid,1.0
data/midi-classic-music/midiclassics/Scarlatti/scad_371.mid,scad_371.mid,1.0
data/midi-classic-music/midiclassics/Scarlatti/scad_380.mid,scad_380.mid,1.0
data/midi-classic-music/midiclassics/Scarlatti/scad_384.mid,scad_384.mid,1.0
data/midi-classic-music/midiclassics/Scarlatti/scad_406.mid,scad_406.mid,1.0
data/midi-classic-music/midiclassics/Scarlatti/scad_461.mid,scad_461.mid,1.0
data/midi-classic-music/midiclassics/Scarlatti/scad_492.mid,scad_492.mid,1.0
data/midi-classic-music/midiclassics/Scarlatti/scad_502.mid,scad_502.mid,1.0
data/midi-classic-music/midiclassics/Scarlatti/scad_508.mid,scad_508.mid,1.0
data/midi-classic-music/midiclassics/Scarlatti/Sonata Longo25.mid,Sonata Longo25.mid,1.0
data/midi-classic-music/midiclassics/Scarlatti/Sonata Longo375.mid,Sonata Longo375.mid,1.0
data/midi-classic-music/midiclassics/Scarlatti/Sonata Longo465.mid,Sonata Longo465.mid,1.0
data/midi-classic-music/midiclassics/Schubert/Klavierstucke D946 n1.mid,Klavierstucke D946 n1.mid,1.0
data/midi-classic-music/midiclassics/Schubert/Klavierstucke D946 n2.mid,Klavierstucke D946 n2.mid,1.0
data/midi-classic-music/midiclassics/Schubert/Klavierstucke D946 n3.mid,Klavierstucke D946 n3.mid,1.0
"data/midi-classic-music/midiclassics/Schubert/Moments Musicaux, Opus 94 Mov.2.mid","Moments Musicaux, Opus 94 Mov.2.mid",1.0
data/midi-classic-music/midiclassics/Schumann/Album fur die Jugend op68 n14.mid,Album fur die Jugend op68 n14.mid,1.0
data/midi-classic-music/midiclassics/Schumann/Carnaval Op.9 No.1.mid,Carnaval Op.9 No.1.mid,1.0
"data/midi-classic-music/midiclassics/Schumann/Grillen in D flat, Fantaisiestuck opus.12, No.4.mid","Grillen in D flat, Fantaisiestuck opus.12, No.4.mid",1.0
data/midi-classic-music/midiclassics/Schumann/Piano Sonata n2 op22 1mov.mid,Piano Sonata n2 op22 1mov.mid,1.0
data/midi-classic-music/midiclassics/Schumann/Piano Sonata n2 op22 2mov.mid,Piano Sonata n2 op22 2mov.mid,1.0
data/midi-classic-music/midiclassics/Schumann/Piano Sonata n2 op22 3mov.mid,Piano Sonata n2 op22 3mov.mid,1.0
data/midi-classic-music/midiclassics/Schumann/Piano Sonata n2 op22 4mov.mid,Piano Sonata n2 op22 4mov.mid,1.0
"data/midi-classic-music/midiclassics/Shostakovich/Prelude in B Flat Major Opus 34, No. 21.mid","Prelude in B Flat Major Opus 34, No. 21.mid",1.0
"data/midi-classic-music/midiclassics/Shostakovich/Prelude in C Sharp minor Opus 34, No. 10.mid","Prelude in C Sharp minor Opus 34, No. 10.mid",1.0
"data/midi-classic-music/midiclassics/Shostakovich/Ten short piano pieces, No.1, Recitative.mid","Ten short piano pieces, No.1, Recitative.mid",1.0
"data/midi-classic-music/midiclassics/Shostakovich/Ten short piano pieces, No.3, Nocturne.mid","Ten short piano pieces, No.3, Nocturne.mid",1.0
data/midi-classic-music/midiclassics/Sibelius/The Aspen.mid,The Aspen.mid,1.0
data/midi-classic-music/midiclassics/Sibelius/The Birch Tree.mid,The Birch Tree.mid,1.0
data/midi-classic-music/midiclassics/Sibelius/The Solitary Fir Tree.mid,The Solitary Fir Tree.mid,1.0
data/midi-classic-music/midiclassics/Sibelius/The Spruce.mid,The Spruce.mid,1.0
data/midi-classic-music/midiclassics/Sibelius/When the Roan-tree Flowers.mid,When the Roan-tree Flowers.mid,1.0
data/midi-classic-music/midiclassics/Skriabin/Etude Op 2 No 1.mid,Etude Op 2 No 1.mid,1.0
data/midi-classic-music/midiclassics/Skriabin/Etude Opus 8 No 12.mid,Etude Opus 8 No 12.mid,1.0
data/midi-classic-music/midiclassics/Skriabin/Etude Opus 8 No 5.mid,Etude Opus 8 No 5.mid,1.0
data/midi-classic-music/midiclassics/Skriabin/Etude Opus 8 No.2.mid,Etude Opus 8 No.2.mid,1.0
"data/midi-classic-music/midiclassics/Skriabin/Flammes Sombres Opus.73, No.1.mid","Flammes Sombres Opus.73, No.1.mid",1.0
"data/midi-classic-music/midiclassics/Skriabin/Flammes Sombres Opus.73, No.2.mid","Flammes Sombres Opus.73, No.2.mid",1.0
data/midi-classic-music/midiclassics/Skriabin/Mazurka opus.1.mid,Mazurka opus.1.mid,1.0
data/midi-classic-music/midiclassics/Skriabin/Mazurka opus.17.mid,Mazurka opus.17.mid,1.0
data/midi-classic-music/midiclassics/Skriabin/Mazurka opus.21.mid,Mazurka opus.21.mid,1.0
"data/midi-classic-music/midiclassics/Skriabin/Mazurka opus.25, No.3.mid","Mazurka opus.25, No.3.mid",1.0
"data/midi-classic-music/midiclassics/Skriabin/Mazurka opus.25, No.9.mid","Mazurka opus.25, No.9.mid",1.0
data/midi-classic-music/midiclassics/Skriabin/Mazurka opus.25.mid,Mazurka opus.25.mid,1.0
"data/midi-classic-music/midiclassics/Skriabin/Mazurka opus.30, No.4.mid","Mazurka opus.30, No.4.mid",1.0
"data/midi-classic-music/midiclassics/Skriabin/Mazurka opus.33, No.2.mid","Mazurka opus.33, No.2.mid",1.0
"data/midi-classic-music/midiclassics/Skriabin/Mazurka opus.33, No4.mid","Mazurka opus.33, No4.mid",1.0
data/midi-classic-music/midiclassics/Skriabin/Mazurka opus.5.mid,Mazurka opus.5.mid,1.0
"data/midi-classic-music/midiclassics/Skriabin/Prelude Opus,11, No.11.mid","Prelude Opus,11, No.11.mid",1.0
"data/midi-classic-music/midiclassics/Skriabin/Prelude Opus,42 No.4.mid","Prelude Opus,42 No.4.mid",1.0
"data/midi-classic-music/midiclassics/Skriabin/Prelude Opus,42 No.5.mid","Prelude Opus,42 No.5.mid",1.0
"data/midi-classic-music/midiclassics/Stravinski/The Rite of Spring, Mov.A.mid","The Rite of Spring, Mov.A.mid",1.0
"data/midi-classic-music/midiclassics/Stravinski/The Rite of Spring, Mov.B.mid","The Rite of Spring, Mov.B.mid",1.0
"data/midi-classic-music/midiclassics/Stravinski/The Rite of Spring, Mov.D.mid","The Rite of Spring, Mov.D.mid",1.0
"data/midi-classic-music/midiclassics/Stravinski/The Rite of Spring, Mov.E.mid","The Rite of Spring, Mov.E.mid",1.0
"data/midi-classic-music/midiclassics/Stravinski/The Rite of Spring, Mov.F.mid","The Rite of Spring, Mov.F.mid",1.0
"data/midi-classic-music/midiclassics/Stravinski/The Rite of Spring, Mov.G.mid","The Rite of Spring, Mov.G.mid",1.0
data/midi-classic-music/midiclassics/Taube/Min a_lskling.mid,Min a_lskling.mid,1.0
data/midi-classic-music/midiclassics/Wagner/Traume.mid,Traume.mid,1.0
data/midi-classic-music/midiclassics/Bach/Bwv001- 400 Chorales/017206vn.mid,017206vn.mid,1.0
data/midi-classic-music/midiclassics/Bach/Bwv870-893 The Well Tempered Clavier Book 2/Wtcii08b.mid,Wtcii08b.mid,1.0
data/midi-classic-music/midiclassics/Bach/Bwv870-893 The Well Tempered Clavier Book 2/Wtcii09b.mid,Wtcii09b.mid,1.0
data/midi-classic-music/midiclassics/Bach/Bwv870-893 The Well Tempered Clavier Book 2/Wtcii10b.mid,Wtcii10b.mid,1.0
data/midi-classic-music/midiclassics/Bach/Bwv870-893 The Well Tempered Clavier Book 2/Wtcii11a.mid,Wtcii11a.mid,1.0
data/midi-classic-music/midiclassics/Bach/Bwv870-893 The Well Tempered Clavier Book 2/Wtcii11b.mid,Wtcii11b.mid,1.0
data/midi-classic-music/midiclassics/Bach/Bwv870-893 The Well Tempered Clavier Book 2/Wtcii12b.mid,Wtcii12b.mid,1.0
data/midi-classic-music/midiclassics/Bach/Bwv870-893 The Well Tempered Clavier Book 2/Wtcii13b.mid,Wtcii13b.mid,1.0
data/midi-classic-music/midiclassics/Bach/Bwv870-893 The Well Tempered Clavier Book 2/Wtcii14b.mid,Wtcii14b.mid,1.0
data/midi-classic-music/midiclassics/Bach/Bwv870-893 The Well Tempered Clavier Book 2/Wtcii15b.mid,Wtcii15b.mid,1.0
data/midi-classic-music/midiclassics/Bach/Bwv870-893 The Well Tempered Clavier Book 2/Wtcii16b.mid,Wtcii16b.mid,1.0
data/midi-classic-music/midiclassics/Beethoven/Piano Sonatas/Piano Sonata n10 1mov.mid,Piano Sonata n10 1mov.mid,1.0
data/midi-classic-music/midiclassics/Beethoven/Piano Sonatas/Piano Sonata n10 2mov.mid,Piano Sonata n10 2mov.mid,1.0
data/midi-classic-music/midiclassics/Beethoven/Piano Sonatas/Piano Sonata n15 2mov ''Pastoral''.mid,Piano Sonata n15 2mov ''Pastoral''.mid,1.0
data/midi-classic-music/midiclassics/Beethoven/Piano Sonatas/Piano Sonata n15 3mov ''Pastoral''.mid,Piano Sonata n15 3mov ''Pastoral''.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/a_h/allegro0.mid,allegro0.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/a_h/allegro2.mid,allegro2.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/a_h/alleluja.mid,alleluja.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/a_h/americ.mid,americ.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/a_h/avemar.mid,avemar.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/a_h/bachg.mid,bachg.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/a_h/bachinv.mid,bachinv.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/a_h/bee.mid,bee.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/a_h/beet27m1.mid,beet27m1.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/a_h/beet27m2.mid,beet27m2.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/a_h/beet27m3.mid,beet27m3.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/a_h/beeth5.mid,beeth5.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/a_h/boureem.mid,boureem.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/a_h/brahm118.mid,brahm118.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/a_h/bumble.mid,bumble.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/a_h/chop28_6.mid,chop28_6.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/a_h/chopin66.mid,chopin66.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/a_h/ch_fant1.mid,ch_fant1.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/a_h/clardlun.mid,clardlun.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/a_h/cldlunez.mid,cldlunez.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/a_h/dfantasy.mid,dfantasy.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/a_h/dx.mid,dx.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/a_h/f02cmin.mid,f02cmin.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/a_h/faire.mid,faire.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/a_h/fugue02.mid,fugue02.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/a_h/furelis.mid,furelis.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/a_h/haydngyp.mid,haydngyp.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/a_h/hlleluja.mid,hlleluja.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/i_o/jesu.mid,jesu.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/i_o/joyofman.mid,joyofman.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/i_o/k001.mid,k001.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/i_o/k005.mid,k005.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/i_o/k010.mid,k010.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/i_o/khan.mid,khan.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/i_o/lulbye.mid,lulbye.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/i_o/mandolin.mid,mandolin.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/i_o/minuetg_.mid,minuetg_.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/i_o/moonlt3z.mid,moonlt3z.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/i_o/moon_1.mid,moon_1.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/i_o/op_68_01.mid,op_68_01.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/i_o/op_68_02.mid,op_68_02.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/i_o/op_68_03.mid,op_68_03.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/i_o/op_68_04.mid,op_68_04.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/i_o/op_68_05.mid,op_68_05.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/i_o/op_68_06.mid,op_68_06.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/i_o/op_68_07.mid,op_68_07.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/i_o/op_68_08.mid,op_68_08.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/i_o/op_68_09.mid,op_68_09.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/i_o/op_68_10.mid,op_68_10.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/p_z/p08e_min.mid,p08e_min.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/p_z/p09emaj.mid,p09emaj.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/p_z/p10emin.mid,p10emin.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/p_z/p18g_min.mid,p18g_min.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/p_z/p23bmaj.mid,p23bmaj.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/p_z/page22.mid,page22.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/p_z/page44.mid,page44.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/p_z/prelud08.mid,prelud08.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/p_z/prelud09.mid,prelud09.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/p_z/prelud10.mid,prelud10.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/p_z/prelud18.mid,prelud18.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/p_z/prelud23.mid,prelud23.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/p_z/prok_toc.mid,prok_toc.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/p_z/rach33n6.mid,rach33n6.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/p_z/rapinblu.mid,rapinblu.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/p_z/ravel.mid,ravel.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/p_z/reviere.mid,reviere.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/p_z/rev_etud.mid,rev_etud.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/p_z/rtocc.mid,rtocc.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/p_z/saber.mid,saber.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/p_z/solace.mid,solace.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/p_z/solfeggi.mid,solfeggi.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/p_z/sonata11.mid,sonata11.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/p_z/sontina3.mid,sontina3.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/p_z/sor-17.mid,sor-17.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/p_z/tellover.mid,tellover.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/p_z/tento1.mid,tento1.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/p_z/tento2.mid,tento2.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/p_z/tento3.mid,tento3.mid,1.0
data/midi-classic-music/midiclassics/Varios - Ti'tulo desconocido/p_z/twinkle.mid,twinkle.mid,1.0
data/midi-classic-music/midiclassics/Mozart/Piano Sonatas/Nueva carpeta/K279 Piano sonata n01 3mov.mid,K279 Piano sonata n01 3mov.mid,1.0
data/midi-classic-music/midiclassics/Mozart/Piano Sonatas/Nueva carpeta/K280 Piano sonata n02 1mov.mid,K280 Piano sonata n02 1mov.mid,1.0
data/midi-classic-music/midiclassics/Mozart/Piano Sonatas/Nueva carpeta/K281 Piano Sonata n03 2mov.mid,K281 Piano Sonata n03 2mov.mid,1.0
data/midi-classic-music/midiclassics/Mozart/Piano Sonatas/Nueva carpeta/K545 Piano Sonata.mid,K545 Piano Sonata.mid,1.0
